id,title,sector_name,administrative_level,estimated_cost,investment_status,project_status,category,sub_sector
2376,Amélioration de la sécurité à travers la l'installation de lampadaire solaire.,Éclairage public solaire,FAKARA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2382,Amélioration de la sécurité dans le village de Gorouberi à travers l'acquisition des lampadaires salaire,Éclairage public solaire,GOUROU BÉRI,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2388,Amélioration de la sécurité dans le village de Mamassy-peulh à travers l'acquisition et l'installation des lampadaires salaires.,Éclairage public solaire,MAMASSY-PEULH,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2177,Amélioration de la sécurité des apprenants à travers la construction de la clôture de L'EPP de Awotobi,Autre,AWOTOBI,5000000,p,N,Education,Clôture de collèges et lycées
2176,Amélioration de la sécurité des populations à travers l'éclairage public par les panneaux solaires afin de résoudre le problème d'obscurité totale dans laquelle se trouve le village le soir,Électrification rurale hors réseau,AWOTOBI,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2140,Amélioration de la sécurité des populations à travers l’installation de l’éclairage public à base de panneaux solaires afin d’épargner de Adedewo de l’obscurité nocturne et du l’insécurité sousjascente,Électrification rurale hors réseau,ADÉDÉWO,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2125,Amélioration de la sécurité et de l’éclairage public à travers l’installation des panneaux solaires pour l’éclairage du quartier kpéli-Fada,Électrification rurale hors réseau,KPÉLI-FADA,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2197,Amélioration de l'assainissement à travers la construction de 12 latrines publiques à double cabine,Autre,KPAKPALARÉ,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
583,Amélioration de l'assainissement à travers la réalisation de caniveau en peri mançonné,Autre,DIGUIDIROU,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
396,Amélioration de l'assainissement du cadre de vie à travers la construction de deux blocs de latrines de six portes pour l'assainissement du village Gouré Baba,Autre,GOURE BABA,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
555,Amélioration de l'éclairage public à travers l’acquisition et implantation de 14 lampadaire  solaire,Éclairage public solaire,SANDILO-GANDO,5000000,p,N,Énergie et éclairage,Éclairage public solaire
584,Amélioration de l'éclairage public à travers l'acquisition et installation de 14 lampadaires solaires,Éclairage public solaire,DIGUIDIROU,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2284,Amélioration de l'éclairage public à travers l'acquisition et l'installation de 14 lampadaire solaire,Éclairage public solaire,ASSAGNAHOUN,5000000,p,N,Énergie et éclairage,Éclairage public solaire
2171,Amélioration de l'éclairage public à travers l'installation des panneaux solaires pour épargner les ménages de l'obscurité,Électrification rurale hors réseau,AGUÉOU-GARBA,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2129,Amélioration de l’éclairage public à travers l’installation des panneaux solaires pour épargner les ménages de l’obscurité et de l’insécurité sousjascente,Électrification rurale hors réseau,TROUCARÉ-BAS,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2196,Amélioration de l'éclairage public à travers l'installation des panneaux solaires pour épargner les ménages de l'obscurité nocturne et de l'insécurité,Électrification rurale hors réseau,KPAKPALARÉ,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2144,Amélioration de l’éclairage public à travers l’installation des panneaux solaires pour épargner les ménages de l’obscurité nocturne et de l’insécurité sousjascente,Électrification rurale hors réseau,ITCHÈLLI,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2186,Amélioration de l'éclairage public à travers l'installation des panneaux solaires pour épargner les ménages de l'obscurité totale,Électrification rurale hors réseau,KAGNIFÊLÊ,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
2181,Amélioration de l'éclairage public à travers l'installation des panneaux solaires pour épargner les ménages de l'obscurité totale,Électrification rurale hors réseau,GAO,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
68,Amélioration de l’éclairage public dans le village de Kawado à travers l’installation de lampadaire solaire pour épargner les ménages de l’obscurité nocturne et de l’insécurité sous-jacente,Éclairage public solaire,KAWADO,5000000,p,N,Énergie et éclairage,Éclairage public solaire
65,Amélioration de l’éclairage public dans le village de Tchalinga à travers l’installation des lampadaire solaire pour épargner les ménages de l’obscurité nocturne et de l’insécurité sous-jacente,Éclairage public solaire,TCHALINGA,5000000,p,N,Énergie et éclairage,Éclairage public solaire
548,Amélioration de l'éclairage publique à travers l'acquisition et installation de 14 lampadaires solaires dans le village de Boro,Éclairage public solaire,BORO,5000000,p,N,Énergie et éclairage,Éclairage public solaire
399,Amélioration de l'habitat à travers le lotissement du village Tchikandou,Autre,TCHICANDOU,5000000,p,N,Autre,Autre
877,Amélioration de l'hygiène et assainissement à travers la construction d'un bloc de latrine publique à quatre cabines et vidange des latrines existant,Autre,BAKINKOURA,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
2312,Amélioration de l'hygiène et assainissement à travers la création d'une unité de gestion des ordures,Autre,MADINA DE PRKOU1,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
2321,Amélioration de l’hygiène et assainissement à travers la mise en place d’un comité de gestion des ordures,Autre,OUÉZÉ,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
884,Amélioration de l'hygiène et de l'assainissement à travers la construction d'un bloc de latrine à quatre cabines,Autre,BOUNDAROU,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
885,Amélioration de l'hygiène et de l'assainissement à travers la construction d'un bloc de latrine publique,Autre,KADÉRA,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
888,Amélioration de l'hygiène et de l'assainissement à travers l'acquisition de matériaux d'assainissement,Autre,KADÉRA,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
883,Amélioration de l'hygiène et de l'assainissement à travers l'acquisition de matériels et équipements,Autre,BOUNDAROU,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
874,Amélioration de l'hygiène et de l'assainissement à travers la dotation des poubelles publiques pour le ramassage des ordures,Autre,KABASSIRA,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
872,Amélioration de l'hygiène et de l'assainissement à travers la mise en place des évacuateurs dans les caniveaux,Autre,KABASSIRA,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
2316,Amélioration de l’hygiène et l’assainissement à travers l’acquisition de matériels et équipements,Autre,KPÉBIÉ DE PARAKOU1,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
2256,Amélioration de l’hygiène par la réalisation de latrines moderne au profit de la communauté,Autre,FORMAGAZI,5000000,p,N,Hygiène et assainissement (WASH),Hygiène des lieux publics
394,Amélioration des activités agro-pastorale à Gouré Baba à travers l'étude et l'aménagement d'une retenue d'eau de grande capacité à Gassassi,Autre,GOURE BABA,5000000,p,N,Production animale,Aménagement
401,Amélioration des activités agro-pastorale à Tchikandou à travers l'étude et l'aménagement d'une retenue d'eau de grande capacité à Tchikandou,Autre,TCHICANDOU,5000000,p,N,Production animale,Aménagement
392,Amélioration des activités agro-pastorale à travers l'aménagement et sécurisation d'un périmètre de pâturage,Autre,GOTEL,5000000,p,N,Production animale,Aménagement
382,Amélioration des activités agro-pastorale à travers l'aménagement et sécurisation d'un périmètre de pâturage,Autre,GNELKIRADJÉ,5000000,p,N,Production animale,Aménagement
387,Amélioration des activités agro-pastorale à travers le dessablage du barrage de Sansi,Autre,GNELSANDA,5000000,p,N,Production animale,Aménagement
385,Amélioration des activités agro-pastorale à travers les l'aménagement et la sécurisation d'un périmètre de pâturage,Autre,GNELSANDA,5000000,p,N,Production animale,Aménagement
373,Amélioration des activités agro-pastorale à travers l'étude et l'aménagement d'une retenue d'eau de grande capacité à l'alafiarou,Autre,ALAFIAROU DE OUENOU,5000000,p,N,Production animale,Aménagement
388,Amélioration des activités agro-pastorale de Gotel à travers l'étude et l'aménagement d'une retenue d'eau de grande capacité à Gotel,Autre,GOTEL,5000000,p,N,Production animale,Aménagement
2401,Amelioration des condition des éleveurs par la réhabilitation des couloirs de passage et leur mise en fonction,Autre,KOMPANTI,5000000,p,N,Production animale,Aménagement
127,Amélioration des conditions d’accès aux soins de santé primaire à travers l’extension du dispensaire et maternité isolé,Autre,IGBÈRÈ,5000000,p,N,Santé,Dispensaire isolé
1593,Amélioration des conditions d'apprentissage des écoliers de Koupagou,Autre,KOUPAGOU-KORONTIÈRE,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
386,Amélioration des conditions d'échange à travers les études techniques et la réalisation d'un ouvrage de franchissement Sansi et Gouré Baba,Autre,GNELSANDA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2378,Amélioration des conditions de revenus à travers la réhabilitation d'un étang à bello-tounga.,Autre,BELLO-TOUNGA,5000000,p,N,Production végétale,Aménagement
2395,Amelioration des conditions des eleveurs par la réhabilitation des couloirs de passage des animaux quittant le parc W par illa et kompa pour finir au fleuve niger avec parc de vaccination à Kompa,Autre,KOMPA,5000000,p,N,Production animale,Parc de vaccination
2394,Amelioration des conditions de travail des écoliers et enseignant à traves la construction de la clôture  de l'EPP Kompa,Autre,KOMPA,5000000,p,N,Education,Clôture de collèges et lycées
2417,Amélioration des conditions de travail des écoliers et enseignants à travers la réhabilitation de l’école du village de Bako-Maka et équipement en mobiliers scolaire,Autre,BAKO-MAKA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
1022,Amélioration des conditions de travail des élèves,Autre,GOUNGOU-BÉRI,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2400,Amelioration des conditions de travail des maraichersa travers la construction d'un mini barrage à kompanti,Autre,KOMPANTI,5000000,p,N,Production végétale,Aménagement
377,Amélioration des conditions d'études à travers l'acquisition de 100 Tables-bancs dans EPP de  l'Alafiarou,Autre,ALAFIAROU DE OUENOU,5000000,p,N,Education,Table + bancs pour les écoles primaires
2385,Amélioration des conditions de vie dans le village de Batoumabéri à travers la construction de Bloc de latrine et douche.,Autre,KARIMAMA-BATOUMA-BÉRI,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2381,Amélioration des conditions de vie des élèves et des Enseignants d'un module de classe de trois salles de classe à l'EPP.,Autre,GOUROU BÉRI,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
397,Amélioration des conditions sanitaires à travers la construction d'un centre de santé à Gouré Baba,Autre,GOURE BABA,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
1094,Amélioration des conditions sécuritaires par l'électrification rurale à travers l'installation de 15 panneaux photovoltaïques dans le village,Électrification rurale hors réseau,GUÉNÉ-ZERMÉ,5000000,p,N,Énergie et éclairage,Électrification rurale hors réseau
389,Amélioration des échanges à travers l'ouverture et l'aménagement de la piste,Autre,GOTEL,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
375,Amélioration des échanges à travers l'ouverture et l'aménagement de la piste Alafiarou -Ouroumon,Autre,ALAFIAROU DE OUENOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
395,Amélioration des échanges à travers l'ouverture et l'aménagement de la piste Gnelsanda et Gouré Baba,Autre,GOURE BABA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
400,Amélioration des échanges à travers l'ouverture et l'aménagement de la piste Tchikandou sonkorou et Tchikandou Dagourou,Autre,TCHICANDOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
75,Amélioration des revenus des agriculteurs à travers la formation sur la fabrication d’engrais biologique pour la fertilisation des sols et l’équipements en matériel et outils agricoles modernes,Autre,MADJATOM,5000000,p,N,Production végétale,Aménagement
71,"Amélioration des revenus des jeunes de Kawado à travers la structuration, la formation, la fourniture des équipements et du matériel d’élevage des ruminants",Autre,KAWADO,5000000,p,N,Production animale,Aménagement
2398,Amelioration des soins de santé à travers l'acquisition d'équipements et de matériaux médicaux au profil de la maternité de kompa,Autre,KOMPA,5000000,p,N,Santé,Lits de maternité et d'hospitalisation
2383,Amélioration du cadre de vie dans le village de Batoumabéri à travers la réalisation d'ouvrage d'assainissement (caniveau).,Autre,KARIMAMA-BATOUMA-BÉRI,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2380,Amélioration du cadre de vie dans le village de Gorouberi à travers la réalisation d'assainissement dans la zone de inondé de Fakara-eri côté ouest de Gorouberi.,Autre,GOUROU BÉRI,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
2192,Amélioration du conditionnement des produits agricoles au profit des groupements socio-économique à travers la construction d'un magasin de stockage,Autre,KAKPÉSSIA,5000000,p,N,Infrastructure marchande,Magasin de stockage
2183,Amélioration du conditionnement des produits agricoles au profit des groupements socio-économique à travers la l'installation d'un magasin de stockage,Autre,GAO,5000000,p,N,Infrastructure marchande,Magasin de stockage
2172,Amélioration du conditionnement des produits agricoles au profit des groupements socio-économique à travers l'installation d'un magasin de stockage équipé de kit solaire pour améliorer la sécurité autour du magasin et dans le village,Autre,AGUÉOU-GARBA,5000000,p,N,Infrastructure marchande,Magasin de stockage
2187,Amélioration du conditionnement des produits agricoles au profit des groupes socio-économique à travers l'installation d'un magasin de stockage,Autre,KAGNIFÊLÊ,5000000,p,N,Infrastructure marchande,Magasin de stockage
2194,Amélioration du conditionnement des produits agricoles au profit des groupes socio économique à travers l'installation d'un magasin de stockage équipé de Kit solaire pour améliorer la sécurité autour du magasin et dans le village,Autre,KPAKPALARÉ,5000000,p,N,Infrastructure marchande,Magasin de stockage
2320,Amélioration du niveau d’accès à la voie à travers la réalisation des caniveaux,Autre,OUÉZÉ,5000000,p,N,Transport rural (connectivité),Caniveau
1928,Améliorer l'accès à l'eau potable,Autre,KOUGNANGOU,5000000,p,N,Accès à l'eau,Forage simple
2445,Améliorer  l’accès à l’eau potable dans la communauté de Sayakrou,Autre,SAYAKROU,5000000,p,N,Accès à l'eau,Forage simple
2402,Amenagement de bas fonds et mise en place d'un système de maîtrise d'eau dans la zone  Amougou,Autre,KOMPANTI,5000000,p,N,Production végétale,Aménagement
2602,Aménagement de ka piste TIKOU KROUFA,Autre,TIKOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1690,Aménagement de l'accès à l'eau potable,Autre,KOUKPINTIEGOU,5000000,p,N,Accès à l'eau,Forage simple
2533,Aménagement de la marre plus réalisation d’un forage avec mini château,Autre,KOUTAGOU,5000000,p,N,Accès à l'eau,Forage simple
2084,Aménagement de la piste Alayomdè KOMDE,Autre,ALAYOMDÈ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2045,Aménagement  de la piste Atchankomoun-Pamou et construction d’infrastructures de franchissement au niveau de la rivière SOOTI,Autre,ATCHANKOMOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1055,Aménagement de la piste Banitè Koubéri à Toulouwa,Autre,BANITÈ-KOUBÉRI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1496,Aménagement de la piste Bouérou-Kparaka,Autre,BOUÉROU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1803,AMÉNAGEMENT DE LA PISTE DE L’AXE TIKOU KAMPOYA,Autre,BOROYINDÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1626,Aménagement de la piste de l'EPP Koutayagou à Koussognigou frontière Togo,Autre,KOUTAYAGOU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2304,Aménagement de la piste de passation,Autre,BOO,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1619,Aménagement de la piste Didompè-Koussoucoingou centre,Autre,DIDOMPÊ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1914,Aménagement de la piste Diteni-tidati et construction d'ouvrage de franchissement,Autre,KOUWETAKOUANGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2539,Aménagement de la piste EPP Koutagou-Dibéteni et construction des ouvrages de franchissement,Autre,DITCHENDIA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2545,Aménagement de la piste EPP Koutagou-frontière Togo,Autre,KOUMONTCHIRGOU,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
1920,Aménagement de la piste EPP takpanta via kounacogou,Autre,TAKPANTA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2408,Aménagement de la piste garbey-koara vers kara,Autre,GARBEY-KOARA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1498,Aménagement de la piste Gbéba-Kakouro-Sonnin-Kparaka-Dagui-Borokpèrè,Autre,GBÉBA DE PEHUNCO,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1557,"Aménagement de la piste kaptièni, kperinkpe, distant de 7km et m’bapouoti 5km et construction des ouvrages de franchissement",Autre,DIMANSOURI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2411,Amenagement de la piste  kompa  kéné tounga 5km,Autre,KÉNÉ-TOUNGA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2519,Aménagement de la piste korontiere- Mantchari-dimansouri distant d'environ 14km et construction des ouvrages de franchissement,Autre,MANTCHARI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2552,Aménagement de la piste koudahongou-koutapa et construction des ouvrages de franchissement,Autre,KOUDAHONGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1598,Aménagement de la piste koukouatchiengou- Kounadogou et construction des ouvrages de franchissement,Autre,KOUKOUATCHIENGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2558,Aménagement de la piste koukouatchien-maagou- koukouatchiengou et construction des ouvrages de franchissements,Autre,KOUMAGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2564,Aménagement de la piste Koussounoungou-Fafa d'environ 15 kilomètres,Autre,TIPAOTI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2534,Aménagement de la piste Koutagou- koukotchougou et réalisation des ouvrages de franchissement,Autre,KOUTAGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2085,Aménagement de la piste Kpaltaou Tchaladè,Autre,TCHALADÈ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2590,Aménagement de la piste maka couba,Autre,MAKA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
285,Aménagement de la piste nagayile-  Botou,Autre,NAGAYILÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1567,Aménagement de la piste natchénté-dimansouri distant d'environ 10km et construction d'ouvrage de franchissement,Autre,NATCHÉNTÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
831,Aménagement de la piste Ouénou Weketere,Autre,WÉKÉTÈRÈ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
935,Aménagement de la piste rural Boukoussera Tchatchou sur une distance de 5km,Autre,BOUKOUSSÉRA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2659,Aménagement de la piste rurale cotiakou Manougou,Autre,MANOUGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
595,Aménagement de la piste rurale Guinagourou-Gando alafiarou avec construction des ouvrages de franchissement plus traitements des points critiques,Autre,GANDO-ALAFIAROU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
941,Aménagement de la piste rurale sakanakpeba Attirakparou distant de 5km avec un ouvrage de franchisement et traitement des points critiques,Autre,SAKANA- KPÉBA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2076,Aménagement de la piste wakitè Kassoua-allha,Autre,WAKITÈ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
424,Aménagement de la retenue d'eau,Autre,GNONKOURAKALI,5000000,p,N,Production végétale,Aménagement
431,Aménagement de la retenue d'eau,Autre,GOUROU-PIBOU,5000000,p,N,Production végétale,Aménagement
2537,Aménagement de la retenue d’eau de Ditchiendia plus réalisation d’un forage d’alimentaire muni d’un château d’eau,Autre,DITCHENDIA,5000000,p,N,Accès à l'eau,Forage simple
2547,Aménagement de la retenue d’eau de Koukotougou et réalisation d’un forage d’alimentation,Autre,KOTOTOUGOU,5000000,p,N,Accès à l'eau,Forage simple
1694,Aménagement de la retenue d'eau desservant les villages de Kounacogou-koutoutougou,Autre,KOUNAKOGOU,5000000,p,N,Production végétale,Aménagement
2543,Aménagement de la retenue d’eau de Yatebouara,Autre,KOUMONTCHIRGOU,5000000,p,N,Production végétale,Aménagement
692,Aménagement de la retenue de Gbari,Autre,GUINROU,5000000,p,N,Production végétale,Aménagement
2682,Aménagement de la route ralliant Gbessassi Bouca - Gbassi,Autre,GBASSI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2672,AménagementdelarouteralliantGbessassiBouca– GbassiplusConstructiondescaniveauxdel'entréeduvillageverslasortieaxeécole,Autre,BESSASSI-BOUCA,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
2272,Aménagement de la voie de centre de santé de Djougou 2,Autre,WARGOU,5000000,p,N,Santé,Centre de santé d'arrondissement (CSA) ou Centre de santé de commune (CSC)
1665,Aménagement de la voie principale et réalisation d’ouvrage de franchissement sur environ 3km,Autre,WOLO,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2301,Aménagement de la voie SAKABANSI PERANGOU BAGRI,Autre,BELLÈ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2025,Aménagement de la voie Tamandé-Birni Maro,Autre,TAMANDÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2732,Amenagement de piste,Autre,TORA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2069,Aménagement de piste,Autre,SONAHOLOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2577,Aménagement de piste et réalisation d'ouvrage de drainage distante 8km,Autre,PÉTONI-POHO- PARTAGO,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
1548,Aménagement de piste réalisation de deux ouvrages de franchissement,Autre,YINSIGA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1749,Aménagement de piste rurale sur un linéaire de 2km,Autre,GOGONIGA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
277,Aménagement de piste yari Dingou,Autre,YARI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1952,Aménagement des bas-fonds,Autre,KOKOKOU,5000000,p,N,Production végétale,Aménagement
180,Aménagement des espaces de pâturages,Autre,PARTAGO DE ALEDJO,5000000,p,N,Production animale,Aménagement
2727,Aménagement des pistes,Autre,KAMANAN,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1572,Aménagement des pistes,Autre,OTANONGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2112,Aménagement des pistes dans le village,Autre,KOUKOULOUNDA,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2120,Aménagement des pistes dans le village,Autre,KPÉLOUDÈ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2105,Aménagement des pistes dans le village,Autre,KASSUA-ALLAH,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2115,Aménagement des pistes dans le village,Autre,KPÉLITÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2513,Aménagement des pistes  Dissapoli- Dimansouri distant d’environ 7kmet celle de M’Bapouoti 2km et construction des ouvrages de franchissement,Autre,DISSAPOLI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
76,Aménagement des pistes et construction d’infrastructures de franchissement (Alitokoum-Kadolassi- Kawado),Autre,ALITOKOUM,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1562,Aménagement des pistes et la construction des ouvrages de franchissement,Autre,KPÉRINKPÉ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
1624,Aménagement des pistes Koukangou-Yèkodé-Kouyissikou,Autre,KOUSSOUNOUNGOU,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2148,Aménagement des rues du quartier,Autre,AGBANDARÈ,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2060,"Aménagement des sentiers reliant Birni Maro, Birni Kpebirou",Autre,BIRNI MARO,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2307,Aménagement des tronçons Nikki- Donkparawi- Peognel,Autre,DONKPARAWI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
2204,Amenagement des vons du village,Autre,MANIGRI-IKANNI,5000000,p,N,Transport rural (connectivité),Piste de desserte rurale
325,Aménagement des vont par la réalisation des caniveaux,Autre,DÉRASSI,5000000,p,N,Transport rural (connectivité),Caniveau
832,Aménagement  du barrage,Autre,SANSI,5000000,p,N,Production végétale,Aménagement
1655,Aménagement du barrage,Autre,KOUWOTCHIRGOU,5000000,p,N,Production végétale,Aménagement
2300,Aménagement du barrage,Autre,BELLÈ,5000000,p,N,Production végétale,Aménagement
822,Aménagement du barrage,Autre,FOMBAWI,5000000,p,N,Production végétale,Aménagement
812,Aménagement du barrage de Dèbo,Autre,OUÉNOU -NIKKI,5000000,p,N,Production végétale,Aménagement
1601,Aménagement du barrage de Tadowonta,Autre,TADOWONTA,5000000,p,N,Production végétale,Aménagement
848,Aménagement du barrage en barrage agro-pastorale,Autre,KOUSSOUKOU,5000000,p,N,Production animale,Aménagement
2406,Aménagement du couloir de passage des animaux du parc W en passant par Garbey-koara jusqu'au fleuve niger,Autre,GARBEY-KOARA,5000000,p,N,Production animale,Parc de vaccination
2410,Aménagement du couloir de passage des animaux quittant Garbey-koara en passant par kéné -tounga vers le fleuve niger,Autre,KÉNÉ-TOUNGA,5000000,p,N,Production animale,Aménagement
2551,Aménagement du couloir de pâturage quittant Koukotougou pour Koukouatchien-maagou,Autre,KOTOTOUGOU,5000000,p,N,Production animale,Aménagement
2566,Aménagement du couloir de pâturage Takounta-Tchatico,Autre,TIPAOTI,5000000,p,N,Production animale,Aménagement
830,Aménagement du marché de Fombawi,Autre,WÉKÉTÈRÈ,5000000,p,N,Infrastructure marchande,Hangar de marché
1663,Aménagement du marché de wellan,Autre,MÊLAN,5000000,p,N,Infrastructure marchande,Hangar de marché
1522,Aménagement d'un centre d'alphabétisation en faveur des peulhs de Sayakrou-Gah,Autre,SAYAKROU – GAH,5000000,p,N,Education,Infrastructure d'alphabétisation
1570,Aménagement d'un couloir de passage de 3km entre Natchénté et dikoumini,Autre,NATCHÉNTÉ,5000000,p,N,Production animale,Aménagement
2521,Aménagement d'un couloir de passagede 4km de Mantchari vers Andense (Togo),Autre,MANTCHARI,5000000,p,N,Production animale,Aménagement
2514,Aménagement d'un couloir de passage  distant de 4kmquittant Kènakè  pour Lengbemon,Autre,DISSAPOLI,5000000,p,N,Production animale,Aménagement
69,Aménagement d’un couloir de passage pour les animaux,Autre,KAWADO,5000000,p,N,Production animale,Aménagement
63,Aménagement d’un couloir de passage pour les animaux,Autre,LANDA,5000000,p,N,Production animale,Aménagement
1974,Aménagement d’un dépotoir d’eau qui est à l’entrée du village devant l’école primaire,Autre,TONTAROU-PEULH,5000000,p,N,Education,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires
123,Aménagement d'un dépotoir moderne dans le village,Autre,WÈKÈTÈ,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
1460,Aménagement d'une aire d'abattage des animaux,Autre,NIAMBARA,5000000,p,N,Production animale,Aménagement
2208,Amenagement d'une aire de gestion des ordures mènagère et fourniture d'equipement de tranport,Autre,MANIGRI-IKANNI,5000000,p,N,Hygiène et assainissement (WASH),Blocs de latrines publiques modernes
169,Aménagement d’une aire de pâturage,Autre,KAOUTÉ,5000000,p,N,Production animale,Aménagement
